FeatureID,Feature,Annotation,FeatureID_plain,Mode,Cosine,Mzerror,SubCategory,Group0,Group1,Group2
29718_pos,X29718_pos_168.066_6.455_NA,,29718,pos,,,,,,
2972_neg,X2972_neg_193.014_3.556_NA,,2972,neg,,,,,,
29720_neg,X29720_neg_329.176_9.217_NA,,29720,neg,,,,,,
29721_neg,X29721_neg_317.176_9.25_NA,,29721,neg,,,,,,
29729_pos,X29729_pos_333.17_6.445_NA,,29729,pos,,,,,,
2973_neg,X2973_neg_423.13_3.58_NA,,2973,neg,,,,,,
2973_pos,X2973_pos_211.083_2.124_NA,,2973,pos,,,,,,
29732_neg,X29732_neg_313.054_9.347_NA,,29732,neg,,,,,,
29732_pos,X29732_pos_292.05_6.504_NA,,29732,pos,,,,,,
29733_neg,X29733_neg_311.133_9.449_NA,,29733,neg,,,,,,
29733_pos,"X29733_pos_263.164_6.54_""Brefeldin A, natural CollisionEnergy:102040""","""Brefeldin A, natural CollisionEnergy:102040""",29733,pos,0.784151,0.811749,,,,
29737_neg,X29737_neg_315.16_9.232_NA,,29737,neg,,,,,,
29740_pos,X29740_pos_173.165_6.482_NA,,29740,pos,,,,,,
29744_pos,X29744_pos_319.19_6.431_NA,,29744,pos,,,,,,
29745_pos,X29745_pos_461.217_6.283_NA,,29745,pos,,,,,,
29746_pos,X29746_pos_309.17_6.281_NA,,29746,pos,,,,,,
29747_neg,X29747_neg_345.208_9.332_NA,,29747,neg,,,,,,
2975_neg,X2975_neg_241.018_3.784_NA,,2975,neg,,,,,,
29751_neg,X29751_neg_335.096_9.347_NA,,29751,neg,,,,,,
29755_neg,X29755_neg_289.145_9.379_NA,,29755,neg,,,,,,
29760_neg,X29760_neg_305.176_9.291_NA,,29760,neg,,,,,,
29760_pos,X29760_pos_439.29_6.5_NA,,29760,pos,,,,,,
29763_pos,X29763_pos_267.159_6.532_NA,,29763,pos,,,,,,
29764_pos,X29764_pos_436.073_6.487_NA,,29764,pos,,,,,,
29768_neg,X29768_neg_280.078_9.427_NA,,29768,neg,,,,,,
2977_neg,X2977_neg_439.162_3.568_NA,,2977,neg,,,,,,
29770_neg,X29770_neg_397.17_9.384_NA,,29770,neg,,,,,,
29773_neg,X29773_neg_727.487_9.382_NA,,29773,neg,,,,,,
29774_neg,X29774_neg_473.276_9.379_NA,,29774,neg,,,,,,
2978_neg,X2978_neg_325.093_3.561_NA,,2978,neg,,,,,,
2978_pos,X2978_pos_192.175_2.157_NA,,2978,pos,,,,,,
29781_neg,X29781_neg_313.181_9.428_NA,,29781,neg,,,,,,
29785_neg,X29785_neg_489.323_9.39_NA,,29785,neg,,,,,,
29787_neg,X29787_neg_343.192_9.39_NA,,29787,neg,,,,,,
29788_neg,X29788_neg_561.163_9.36_NA,,29788,neg,,,,,,
29790_neg,X29790_neg_267.106_9.374_NA,,29790,neg,,,,,,
29790_pos,X29790_pos_753.89_6.468_NA,,29790,pos,,,,,,
29791_pos,X29791_pos_375.216_6.6_NA,,29791,pos,,,,,,
29795_neg,X29795_neg_517.302_9.387_NA,,29795,neg,,,,,,
29797_neg,X29797_neg_455.245_9.388_NA,,29797,neg,,,,,,
29798_neg,X29798_neg_415.25_9.306_NA,,29798,neg,,,,,,
2980_pos,X2980_pos_254.196_2.133_NA,,2980,pos,,,,,,
29801_neg,X29801_neg_299.166_9.398_NA,,29801,neg,,,,,,
29804_pos,X29804_pos_293.196_6.521_NA,,29804,pos,,,,,,
29806_neg,"X29806_neg_298.943_9.354_MoNA:940013 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonic acid","MoNA:940013 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonic acid",29806,neg,0.86371,1.3271,,a,other consumer industrial,other consumer industrial
29806_pos,X29806_pos_426.27_6.404_NA,,29806,pos,,,,,,
2981_pos,X2981_pos_465.206_2.128_NA,,2981,pos,,,,,,
29820_pos,X29820_pos_283.169_6.531_NA,,29820,pos,,,,,,
29824_neg,X29824_neg_417.265_9.493_NA,,29824,neg,,,,,,
29827_pos,X29827_pos_484.348_6.598_NA,,29827,pos,,,,,,
29829_neg,X29829_neg_289.181_9.309_NA,,29829,neg,,,,,,
2983_neg,X2983_neg_365.125_3.702_NA,,2983,neg,,,,,,
29831_neg,X29831_neg_269.176_9.292_NA,,29831,neg,,,,,,
29831_pos,X29831_pos_498.327_6.508_NA,,29831,pos,,,,,,
29832_neg,X29832_neg_427.201_9.404_NA,,29832,neg,,,,,,
29835_pos,X29835_pos_353.196_6.5_NA,,29835,pos,,,,,,
29839_neg,X29839_neg_392.154_9.433_NA,,29839,neg,,,,,,
29839_pos,X29839_pos_748.433_6.524_NA,,29839,pos,,,,,,
2984_neg,X2984_neg_184.097_3.56_NA,,2984,neg,,,,,,
29841_pos,X29841_pos_432.083_6.516_NA,,29841,pos,,,,,,
29844_neg,X29844_neg_447.276_9.332_NA,,29844,neg,,,,,,
29846_pos,X29846_pos_509.348_6.503_NA,,29846,pos,,,,,,
29847_pos,X29847_pos_431.243_6.591_NA,,29847,pos,,,,,,
2985_pos,X2985_pos_276.159_2.137_NA,,2985,pos,,,,,,
29851_pos,X29851_pos_382.222_6.429_NA,,29851,pos,,,,,,
29853_neg,X29853_neg_377.234_9.265_NA,,29853,neg,,,,,,
29853_pos,X29853_pos_421.222_6.478_NA,,29853,pos,,,,,,
29866_neg,X29866_neg_265.018_9.416_NA,,29866,neg,,,,,,
29870_neg,X29870_neg_457.26_9.34_NA,,29870,neg,,,,,,
29871_neg,X29871_neg_295.192_9.324_NA,,29871,neg,,,,,,
29876_neg,X29876_neg_331.192_9.361_NA,,29876,neg,,,,,,
29877_pos,X29877_pos_187.123_6.492_NA,,29877,pos,,,,,,
29878_neg,X29878_neg_491.302_9.325_NA,,29878,neg,,,,,,
29881_neg,X29881_neg_321.154_9.508_NA,,29881,neg,,,,,,
29882_neg,X29882_neg_389.234_9.485_NA,,29882,neg,,,,,,
29884_pos,X29884_pos_398.29_6.518_NA,,29884,pos,,,,,,
29886_neg,X29886_neg_206.097_9.427_NA,,29886,neg,,,,,,
29888_neg,X29888_neg_499.307_9.439_NA,,29888,neg,,,,,,
29888_pos,X29888_pos_523.328_6.444_NA,,29888,pos,,,,,,
29889_neg,X29889_neg_385.239_9.575_NA,,29889,neg,,,,,,
2989_neg,X2989_neg_281.14_3.586_NA,,2989,neg,,,,,,
29890_neg,X29890_neg_383.185_9.43_NA,,29890,neg,,,,,,
29891_neg,X29891_neg_515.302_9.368_NA,,29891,neg,,,,,,
29892_neg,X29892_neg_364.156_9.427_NA,,29892,neg,,,,,,
29896_neg,X29896_neg_243.07_9.43_NA,,29896,neg,,,,,,
29896_pos,X29896_pos_405.191_6.424_NA,,29896,pos,,,,,,
29897_pos,X29897_pos_447.238_6.369_Massbank:AC000919 Atranone B,Massbank:AC000919 Atranone B,29897,pos,0.817375,1.56942,,,,
29900_pos,X29900_pos_463.233_6.572_NA,,29900,pos,,,,,,
29901_neg,X29901_neg_359.223_9.388_NA,,29901,neg,,,,,,
29901_pos,X29901_pos_570.31_6.496_NA,,29901,pos,,,,,,
29902_pos,X29902_pos_762.403_6.473_NA,,29902,pos,,,,,,
29903_neg,X29903_neg_223.101_9.473_NA,,29903,neg,,,,,,
29905_neg,X29905_neg_471.312_9.579_NA,,29905,neg,,,,,,
2991_neg,X2991_neg_403.09_3.557_NA,,2991,neg,,,,,,
29914_neg,X29914_neg_473.292_9.373_NA,,29914,neg,,,,,,
29916_pos,X29916_pos_748.469_6.487_NA,,29916,pos,,,,,,
29917_pos,X29917_pos_435.238_6.553_NA,,29917,pos,,,,,,
29919_pos,X29919_pos_477.248_6.414_NA,,29919,pos,,,,,,
2992_neg,X2992_neg_507.176_3.525_NA,,2992,neg,,,,,,
2992_pos,X2992_pos_500.307_2.076_NA,,2992,pos,,,,,,
29924_pos,X29924_pos_277.078_6.553_NA,,29924,pos,,,,,,
29929_neg,X29929_neg_315.197_9.438_NA,,29929,neg,,,,,,
2993_pos,X2993_pos_154.05_2.157_3-AMINO-4-HYDROXYBENZOIC ACID,3-AMINO-4-HYDROXYBENZOIC ACID,2993,pos,0.843535,0.693356,,,,
29931_pos,X29931_pos_445.277_6.522_NA,,29931,pos,,,,,,
29933_neg,X29933_neg_399.196_9.536_NA,,29933,neg,,,,,,
2994_neg,X2994_neg_339.145_3.612_NA,,2994,neg,,,,,,
2994_pos,X2994_pos_376.233_2.14_NA,,2994,pos,,,,,,
29942_neg,X29942_neg_361.203_9.28_NA,,29942,neg,,,,,,
29942_pos,X29942_pos_313.162_6.354_NA,,29942,pos,,,,,,
29943_neg,X29943_neg_253.181_9.356_NA,,29943,neg,,,,,,
29944_pos,"X29944_pos_351.217_6.501_5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid","5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid",29944,pos,0.739993,1.12958,,,,
29945_pos,X29945_pos_370.259_6.508_NA,,29945,pos,,,,,,
29947_neg,X29947_neg_245.049_9.428_NA,,29947,neg,,,,,,
2995_neg,X2995_neg_199.007_3.611_NA,,2995,neg,,,,,,
2995_pos,X2995_pos_279.134_2.137_NA,,2995,pos,,,,,,
29950_pos,X29950_pos_433.77_6.628_NA,,29950,pos,,,,,,
29951_pos,X29951_pos_762.485_6.503_NA,,29951,pos,,,,,,
29954_neg,X29954_neg_281.176_9.251_NA,,29954,neg,,,,,,
29959_neg,X29959_neg_499.235_9.425_NA,,29959,neg,,,,,,
2996_neg,X2996_neg_269.049_3.688_NA,,2996,neg,,,,,,
2997_pos,X2997_pos_181.072_2.014_PARAXANTHINE,PARAXANTHINE,2997,pos,0.959276,0.505615,,a,other consumer industrial,stimulant
29972_neg,X29972_neg_401.201_9.51_NA,,29972,neg,,,,,,
29972_pos,X29972_pos_586.343_6.524_NA,,29972,pos,,,,,,
29976_neg,X29976_neg_317.213_9.409_NA,,29976,neg,,,,,,
29977_pos,X29977_pos_368.207_6.505_NA,,29977,pos,,,,,,
29978_neg,X29978_neg_559.329_9.451_NA,,29978,neg,,,,,,
29981_pos,X29981_pos_783.435_6.426_NA,,29981,pos,,,,,,
2999_pos,X2999_pos_282.17_2.139_NA,,2999,pos,,,,,,
29993_pos,X29993_pos_303.17_6.489_NA,,29993,pos,,,,,,
29999_pos,X29999_pos_259.133_6.507_NA,,29999,pos,,,,,,
30002_pos,X30002_pos_440.322_6.518_NA,,30002,pos,,,,,,
30003_neg,X30003_neg_235.137_9.607_NA,,30003,neg,,,,,,
30006_neg,X30006_neg_533.313_9.445_NA,,30006,neg,,,,,,
3001_pos,X3001_pos_241.155_2.158_NA,,3001,pos,,,,,,
30016_pos,X30016_pos_593.314_6.508_NA,,30016,pos,,,,,,
30019_neg,X30019_neg_387.218_9.518_NA,,30019,neg,,,,,,
30019_pos,X30019_pos_246.157_6.496_NA,,30019,pos,,,,,,
3002_pos,X3002_pos_463.142_2.175_NA,,3002,pos,,,,,,
30020_neg,X30020_neg_287.166_9.53_NA,,30020,neg,,,,,,
30022_pos,"X30022_pos_333.206_6.593_NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]","NCGC00347406-02!5-(4-carboxy-3-methylbutyl)-5,6,8a-trimethyl-3-oxo-4a,6,7,8-tetrahydro-4H-naphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847900]",30022,pos,0.783296,0.641114,,,,
30024_neg,X30024_neg_204.082_9.464_NA,,30024,neg,,,,,,
30027_neg,X30027_neg_393.265_9.474_NA,,30027,neg,,,,,,
30028_neg,X30028_neg_439.271_9.463_NA,,30028,neg,,,,,,
30029_neg,X30029_neg_487.271_9.287_NA,,30029,neg,,,,,,
3003_pos,X3003_pos_162.055_2.104_6-aminochromen-2-one CollisionEnergy:102040,6-aminochromen-2-one CollisionEnergy:102040,3003,pos,0.756825,0,,,,
30031_pos,X30031_pos_417.227_6.572_NA,,30031,pos,,,,,,
30032_pos,X30032_pos_643.354_6.422_NA,,30032,pos,,,,,,
30033_neg,X30033_neg_315.128_9.347_NA,,30033,neg,,,,,,
30033_pos,X30033_pos_665.336_6.41_NA,,30033,pos,,,,,,
30034_neg,X30034_neg_429.138_9.479_NA,,30034,neg,,,,,,
30036_pos,X30036_pos_326.179_6.639_NA,,30036,pos,,,,,,
30041_pos,X30041_pos_403.246_6.496_NA,,30041,pos,,,,,,
30048_neg,X30048_neg_351.218_9.545_NA,,30048,neg,,,,,,
30058_pos,X30058_pos_536.307_6.504_NA,,30058,pos,,,,,,
30061_pos,X30061_pos_470.296_6.537_NA,,30061,pos,,,,,,
30062_neg,X30062_neg_332.195_9.479_NA,,30062,neg,,,,,,
30063_neg,X30063_neg_785.492_9.477_NA,,30063,neg,,,,,,
30065_pos,X30065_pos_352.179_6.514_NA,,30065,pos,,,,,,
30084_pos,X30084_pos_337.201_6.515_NA,,30084,pos,,,,,,
30086_neg,X30086_neg_333.154_9.455_NA,,30086,neg,,,,,,
30088_pos,X30088_pos_352.248_6.527_NA,,30088,pos,,,,,,
30090_pos,X30090_pos_453.27_6.519_NA,,30090,pos,,,,,,
30095_pos,X30095_pos_199.133_6.53_NA,,30095,pos,,,,,,
30096_pos,X30096_pos_381.191_6.281_NA,,30096,pos,,,,,,
30097_neg,X30097_neg_329.213_9.481_NA,,30097,neg,,,,,,
30098_neg,X30098_neg_333.208_9.336_NA,,30098,neg,,,,,,
30099_pos,X30099_pos_343.19_6.579_NA,,30099,pos,,,,,,
3010_pos,X3010_pos_435.184_2.15_NA,,3010,pos,,,,,,
30100_neg,X30100_neg_369.207_9.548_NA,,30100,neg,,,,,,
30101_neg,X30101_neg_431.281_9.513_NA,,30101,neg,,,,,,
30102_neg,X30102_neg_303.197_9.48_NA,,30102,neg,,,,,,
30102_pos,X30102_pos_319.154_6.559_NA,,30102,pos,,,,,,
30103_neg,X30103_neg_334.211_9.486_NA,,30103,neg,,,,,,
30106_pos,X30106_pos_756.367_6.479_NA,,30106,pos,,,,,,
30107_pos,X30107_pos_585.337_6.526_NA,,30107,pos,,,,,,
30109_neg,X30109_neg_469.26_9.448_NA,,30109,neg,,,,,,
30109_pos,X30109_pos_434.221_6.521_NA,,30109,pos,,,,,,
30110_pos,X30110_pos_560.365_6.578_NA,,30110,pos,,,,,,
30111_pos,X30111_pos_531.362_6.53_NA,,30111,pos,,,,,,
30116_pos,"X30116_pos_175.075_6.346_""3,6-Dimethylchromone CollisionEnergy:205060""","""3,6-Dimethylchromone CollisionEnergy:205060""",30116,pos,0.929482,2.26605,,,,
30117_pos,"X30117_pos_317.211_6.555_NCGC00380522-01_C20H30O4_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydro-7-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-9-oxo-","NCGC00380522-01_C20H30O4_1-Phenanthrenecarboxylic acid, 1,2,3,4,4a,4b,5,6,7,9,10,10a-dodecahydro-7-hydroxy-1,4a-dimethyl-7-(1-methylethyl)-9-oxo-",30117,pos,0.791059,0.288618,,,,
30118_neg,X30118_neg_297.207_9.485_NA,,30118,neg,,,,,,
30119_neg,X30119_neg_356.162_9.521_NA,,30119,neg,,,,,,
3012_neg,X3012_neg_315.156_3.607_NA,,3012,neg,,,,,,
30120_pos,X30120_pos_279.159_6.562_NA,,30120,pos,,,,,,
30121_pos,X30121_pos_251.164_6.509_NA,,30121,pos,,,,,,
30122_neg,X30122_neg_443.281_9.495_NA,,30122,neg,,,,,,
30124_neg,X30124_neg_471.276_9.485_NA,,30124,neg,,,,,,
30125_neg,X30125_neg_430.147_9.487_NA,,30125,neg,,,,,,
30126_pos,X30126_pos_322.222_6.511_NA,,30126,pos,,,,,,
30128_pos,X30128_pos_440.225_6.523_NA,,30128,pos,,,,,,
3013_neg,X3013_neg_351.133_3.604_NA,,3013,neg,,,,,,
30130_pos,X30130_pos_277.18_6.541_NA,,30130,pos,,,,,,
30132_neg,X30132_neg_257.049_9.475_NA,,30132,neg,,,,,,
30136_neg,X30136_neg_216.854_9.512_NA,,30136,neg,,,,,,
30139_pos,"X30139_pos_299.201_6.545_(1S,5R,9S,13R)-14-formyl-5,9-dimethyltetracyclo[11.2.1.0¹,¹�?�.0�?�,�?�]hexadec-14-ene-5-carboxylic acid","(1S,5R,9S,13R)-14-formyl-5,9-dimethyltetracyclo[11.2.1.0??,?????????.0???????,???????]hexadec-14-ene-5-carboxylic acid",30139,pos,0.823298,1.63196,,,,
30146_neg,X30146_neg_459.276_9.419_NA,,30146,neg,,,,,,
3015_pos,X3015_pos_230.212_2.148_NA,,3015,pos,,,,,,
30155_neg,X30155_neg_327.164_9.417_NA,,30155,neg,,,,,,
30156_pos,X30156_pos_510.224_6.54_NA,,30156,pos,,,,,,
30157_pos,X30157_pos_540.338_6.549_NA,,30157,pos,,,,,,
30158_neg,X30158_neg_433.26_9.518_NA,,30158,neg,,,,,,
30159_neg,X30159_neg_461.292_9.501_NA,,30159,neg,,,,,,
30159_pos,X30159_pos_602.375_6.696_NA,,30159,pos,,,,,,
3016_neg,X3016_neg_281.103_3.655_NA,,3016,neg,,,,,,
3016_pos,X3016_pos_236.161_2.147_NA,,3016,pos,,,,,,
30161_neg,X30161_neg_501.287_9.59_NA,,30161,neg,,,,,,
30162_neg,X30162_neg_410.178_9.49_NA,,30162,neg,,,,,,
30167_pos,X30167_pos_377.196_6.554_NA,,30167,pos,,,,,,
30168_neg,X30168_neg_249.153_9.693_NA,,30168,neg,,,,,,
30169_pos,X30169_pos_209.117_6.541_NA,,30169,pos,,,,,,
30170_neg,X30170_neg_305.053_9.617_NA,,30170,neg,,,,,,
30172_neg,X30172_neg_361.133_9.499_NA,,30172,neg,,,,,,
3018_pos,X3018_pos_291.138_2.148_NA,,3018,pos,,,,,,
30181_pos,X30181_pos_547.309_6.58_NA,,30181,pos,,,,,,
30182_neg,X30182_neg_369.178_9.501_NA,,30182,neg,,,,,,
30183_neg,X30183_neg_375.182_9.466_NA,,30183,neg,,,,,,
30188_pos,X30188_pos_327.178_6.528_NA,,30188,pos,,,,,,
30189_pos,X30189_pos_207.092_6.528_NA,,30189,pos,,,,,,
3019_neg,X3019_neg_437.146_3.597_NA,,3019,neg,,,,,,
30190_pos,X30190_pos_587.815_6.515_NA,,30190,pos,,,,,,
30191_pos,X30191_pos_400.734_6.531_NA,,30191,pos,,,,,,
30192_neg,X30192_neg_229.181_9.619_NA,,30192,neg,,,,,,
30193_pos,X30193_pos_205.159_6.539_NA,,30193,pos,,,,,,
30195_pos,X30195_pos_479.307_6.529_NA,,30195,pos,,,,,,
30196_neg,X30196_neg_391.25_9.536_NA,,30196,neg,,,,,,
30197_neg,X30197_neg_397.202_9.434_NA,,30197,neg,,,,,,
3020_pos,X3020_pos_270.11_2.13_NA,,3020,pos,,,,,,
30201_neg,X30201_neg_183.972_9.497_NA,,30201,neg,,,,,,
30203_neg,X30203_neg_529.282_9.296_NA,,30203,neg,,,,,,
30205_pos,X30205_pos_359.185_6.476_NA,,30205,pos,,,,,,
30207_neg,X30207_neg_275.129_9.51_NA,,30207,neg,,,,,,
30210_pos,X30210_pos_172.17_6.394_NA,,30210,pos,,,,,,
30212_pos,X30212_pos_302.175_6.524_NA,,30212,pos,,,,,,
30214_pos,X30214_pos_283.151_6.641_NA,,30214,pos,,,,,,
30217_pos,X30217_pos_207.138_6.611_NA,,30217,pos,,,,,,
30228_neg,X30228_neg_256.078_9.519_NA,,30228,neg,,,,,,
30233_neg,X30233_neg_503.339_9.514_NA,,30233,neg,,,,,,
30237_neg,X30237_neg_485.255_9.437_NA,,30237,neg,,,,,,
30237_pos,X30237_pos_464.299_6.532_NA,,30237,pos,,,,,,
30239_neg,X30239_neg_429.208_9.521_NA,,30239,neg,,,,,,
3024_pos,X3024_pos_384.223_2.016_NA,,3024,pos,,,,,,
30241_neg,X30241_neg_513.221_9.53_NA,,30241,neg,,,,,,
30243_pos,X30243_pos_450.177_6.528_NA,,30243,pos,,,,,,
30244_pos,X30244_pos_570.385_6.563_NA,,30244,pos,,,,,,
30247_pos,X30247_pos_307.217_6.572_NA,,30247,pos,,,,,,
30250_neg,X30250_neg_503.302_9.484_NA,,30250,neg,,,,,,
30253_neg,X30253_neg_377.141_9.522_NA,,30253,neg,,,,,,
30254_neg,X30254_neg_289.091_9.596_NA,,30254,neg,,,,,,
30255_pos,X30255_pos_866.532_6.557_NA,,30255,pos,,,,,,
30257_neg,X30257_neg_377.234_9.503_NA,,30257,neg,,,,,,
3026_neg,X3026_neg_267.124_3.591_NA,,3026,neg,,,,,,
30260_neg,X30260_neg_341.179_9.65_NA,,30260,neg,,,,,,
30262_neg,X30262_neg_473.255_9.484_NA,,30262,neg,,,,,,
30265_neg,X30265_neg_515.266_9.426_NA,,30265,neg,,,,,,
30266_pos,X30266_pos_423.249_6.546_NA,,30266,pos,,,,,,
30274_pos,X30274_pos_542.354_6.54_NA,,30274,pos,,,,,,
30276_pos,X30276_pos_392.161_6.27_NA,,30276,pos,,,,,,
30278_neg,X30278_neg_366.152_9.535_NA,,30278,neg,,,,,,
30280_neg,X30280_neg_420.141_9.534_NA,,30280,neg,,,,,,
30281_neg,X30281_neg_501.184_9.53_NA,,30281,neg,,,,,,
30282_neg,X30282_neg_277.181_9.522_NA,,30282,neg,,,,,,
30287_pos,X30287_pos_237.149_6.69_NA,,30287,pos,,,,,,
30289_neg,X30289_neg_239.165_9.53_NA,,30289,neg,,,,,,
30293_neg,X30293_neg_437.255_9.381_NA,,30293,neg,,,,,,
30293_pos,X30293_pos_792.459_6.593_NA,,30293,pos,,,,,,
30294_pos,X30294_pos_333.133_6.544_NA,,30294,pos,,,,,,
30296_neg,X30296_neg_207.102_9.543_NA,,30296,neg,,,,,,
30297_neg,X30297_neg_293.176_9.534_NA,,30297,neg,,,,,,
30299_neg,X30299_neg_328.168_9.57_NA,,30299,neg,,,,,,
30299_pos,X30299_pos_375.18_6.528_NA,,30299,pos,,,,,,
3030_neg,X3030_neg_395.135_3.582_NA,,3030,neg,,,,,,
30301_neg,X30301_neg_312.172_9.738_NA,,30301,neg,,,,,,
30301_pos,X30301_pos_784.416_6.546_NA,,30301,pos,,,,,,
30302_pos,X30302_pos_343.154_6.543_NA,,30302,pos,,,,,,
30303_neg,X30303_neg_419.223_9.536_NA,,30303,neg,,,,,,
30303_pos,X30303_pos_505.262_6.502_NA,,30303,pos,,,,,,
30309_pos,X30309_pos_177.088_6.653_NA,,30309,pos,,,,,,
3031_pos,"X3031_pos_188.093_2.162_Massbank:LU106303 6-Phenyl-1,3,5-triazine-2,4-diamine","Massbank:LU106303 6-Phenyl-1,3,5-triazine-2,4-diamine",3031,pos,0.907301,1.05461,,a,polymer additive,other polymer additive
30311_pos,X30311_pos_517.28_6.544_NA,,30311,pos,,,,,,
30315_neg,X30315_neg_319.192_9.454_NA,,30315,neg,,,,,,
30317_neg,X30317_neg_337.239_9.557_NA,,30317,neg,,,,,,
30317_pos,X30317_pos_461.217_6.528_NA,,30317,pos,,,,,,
3032_pos,X3032_pos_322.176_2.163_NA,,3032,pos,,,,,,
30323_neg,X30323_neg_367.189_9.554_NA,,30323,neg,,,,,,
30327_neg,X30327_neg_447.276_9.55_NA,,30327,neg,,,,,,
3033_pos,X3033_pos_312.139_2.157_NA,,3033,pos,,,,,,
30332_pos,X30332_pos_373.201_6.448_NA,,30332,pos,,,,,,
30336_pos,X30336_pos_488.337_6.532_NA,,30336,pos,,,,,,
30338_neg,X30338_neg_402.152_9.558_NA,,30338,neg,,,,,,
3034_pos,X3034_pos_222.149_2.147_NA,,3034,pos,,,,,,
30340_pos,X30340_pos_775.903_6.544_NA,,30340,pos,,,,,,
30342_pos,X30342_pos_244.146_6.495_NA,,30342,pos,,,,,,
30343_pos,X30343_pos_391.23_6.499_NA,,30343,pos,,,,,,
30345_pos,X30345_pos_478.975_6.6_NA,,30345,pos,,,,,,
30346_neg,X30346_neg_218.082_9.555_NA,,30346,neg,,,,,,
30346_pos,X30346_pos_398.257_6.54_NA,,30346,pos,,,,,,
30347_neg,X30347_neg_446.142_9.555_NA,,30347,neg,,,,,,
30348_neg,X30348_neg_500.129_9.554_NA,,30348,neg,,,,,,
30350_neg,X30350_neg_413.234_9.542_NA,,30350,neg,,,,,,
30358_pos,X30358_pos_351.18_6.553_NA,,30358,pos,,,,,,
3036_neg,X3036_neg_239.093_3.587_NA,,3036,neg,,,,,,
30360_neg,X30360_neg_399.179_9.487_NA,,30360,neg,,,,,,
30362_neg,X30362_neg_519.297_9.326_NA,,30362,neg,,,,,,
30363_pos,X30363_pos_189.149_6.58_NA,,30363,pos,,,,,,
30365_neg,X30365_neg_389.198_9.551_NA,,30365,neg,,,,,,
30368_neg,X30368_neg_293.143_9.572_NA,,30368,neg,,,,,,
3037_neg,X3037_neg_381.12_3.608_NA,,3037,neg,,,,,,
3037_pos,X3037_pos_306.17_2.171_NA,,3037,pos,,,,,,
30372_pos,X30372_pos_454.301_6.575_NA,,30372,pos,,,,,,
30373_pos,X30373_pos_244.133_6.567_NA,,30373,pos,,,,,,
30374_neg,X30374_neg_301.145_9.559_NA,,30374,neg,,,,,,
3038_neg,X3038_neg_311.114_3.585_NA,,3038,neg,,,,,,
30382_pos,X30382_pos_465.951_6.544_NA,,30382,pos,,,,,,
30384_pos,X30384_pos_473.253_6.567_3-Deoxy-3Beta-Hydroxyangolensic Acid Methyl Ester,3-Deoxy-3Beta-Hydroxyangolensic Acid Methyl Ester,30384,pos,0.722318,0.644847,,,,
30385_neg,X30385_neg_425.165_9.565_NA,,30385,neg,,,,,,
30385_pos,X30385_pos_315.195_6.563_Cembrane_Diterpene_plus_CHO,Cembrane_Diterpene_plus_CHO,30385,pos,0.707083,1.93642,,,,
30389_pos,X30389_pos_673.401_6.516_NA,,30389,pos,,,,,,
3039_pos,X3039_pos_660.83_2.189_NA,,3039,pos,,,,,,
30390_pos,X30390_pos_690.427_6.507_NA,,30390,pos,,,,,,
30391_pos,X30391_pos_695.382_6.322_NA,,30391,pos,,,,,,
30392_neg,X30392_neg_245.122_9.564_NA,,30392,neg,,,,,,
3040_pos,X3040_pos_236.608_2.224_NA,,3040,pos,,,,,,
3041_pos,X3041_pos_302.186_2.168_NA,,3041,pos,,,,,,
30410_pos,X30410_pos_360.217_6.569_NA,,30410,pos,,,,,,
30413_neg,X30413_neg_443.245_9.516_NA,,30413,neg,,,,,,
30414_pos,X30414_pos_393.191_6.628_NA,,30414,pos,,,,,,
30422_pos,X30422_pos_189.091_6.546_NA,,30422,pos,,,,,,
30424_pos,X30424_pos_308.243_6.583_NA,,30424,pos,,,,,,
30425_pos,X30425_pos_660.38_6.415_NA,,30425,pos,,,,,,
30426_neg,X30426_neg_271.192_9.572_NA,,30426,neg,,,,,,
3043_pos,X3043_pos_269.113_2.143_NA,,3043,pos,,,,,,
30430_neg,X30430_neg_799.508_9.582_NA,,30430,neg,,,,,,
30433_pos,X30433_pos_475.288_6.597_NA,,30433,pos,,,,,,
30436_neg,X30436_neg_365.234_9.466_NA,,30436,neg,,,,,,
30437_neg,X30437_neg_485.292_9.527_NA,,30437,neg,,,,,,
30438_neg,X30438_neg_301.181_9.69_NA,,30438,neg,,,,,,
30438_pos,"X30438_pos_303.232_6.576_NCGC00169715-02_C20H30O2_Abieta-8(14),9(11),12-triene-7,18-diol","NCGC00169715-02_C20H30O2_Abieta-8(14),9(11),12-triene-7,18-diol",30438,pos,0.718929,0.603846,,,,
